TELCO_ID,PREPAID_AMT_MTH_1,PREPAID_AMT_MTH_2,PREPAID_AMT_MTH_3,PREPAID_AMT_MTH_4,PREPAID_AMT_MTH_5,PREPAID_AMT_MTH_6,POSTPAID_AMT_MTH_1,POSTPAID_AMT_MTH_2,POSTPAID_AMT_MTH_3,POSTPAID_AMT_MTH_4,POSTPAID_AMT_MTH_5,POSTPAID_AMT_MTH_6,TOTAL_POSTPAID_AMT,TOTAL_PREPAID_AMT,AVG_POSTPAID_AMT,AVG_PREPAID_AMT
C-59817,62.5,0,62.5,125,62.5,0,0,0,0,0,0,0,0,312.5,0,52.08333334
C-50311,0,0,0,0,0,12.5,0,0,0,0,155.55,0,155.55,12.5,25.925,2.083333334
C-52474,6.25,12.5,50,12.5,0,12.5,0,0,0,0,0,0,0,93.75,0,15.625
C-63360,0,0,0,0,0,0,0,0,0,0,0,68.75,68.75,0,11.45833333,0
C-65134,375,350,181.25,281.25,187.5,350,0,0,0,0,0,0,0,1725,0,287.5
C-53537,87.5,62.5,0,18.75,37.5,50,0,0,0,0,0,0,0,256.25,0,42.70833334
C-57592,237.5,93.75,87.5,62.5,87.5,62.5,313.625,0,0,0,0,0,313.625,631.25,52.27083334,105.2083333
C-46076,6.25,62.5,81.25,106.25,318.75,318.75,0,0,0,0,0,0,0,893.75,0,148.9583334
C-55553,175,0,37.5,37.5,37.5,37.5,0,0,0,0,0,0,0,325,0,54.16666666
C-42139,262.5,50,37.5,87.5,175,137.5,0,0,0,0,0,0,0,750,0,125
C-50724,0,0,0,0,0,0,81.025,83.475,80.5,79.5,79.5,221.55,625.55,0,104.2583333,0
C-54482,300,162.5,100,62.5,62.5,12.5,0,0,0,0,0,0,0,700,0,116.6666667
C-46987,0,0,87.5,75,62.5,37.5,0,0,0,0,0,0,0,262.5,0,43.75
C-54807,150,6.25,75,37.5,37.5,0,0,0,0,69.0625,0,0,69.0625,306.25,11.51041667,51.04166666
C-58046,368.75,237.5,143.75,0,131.25,125,0,187.5,0,0,0,0,187.5,1006.25,31.25,167.7083334
C-62984,0,12.5,0,12.5,25,12.5,0,0,0,0,0,0,0,62.5,0,10.41666667
C-58487,50,43.75,37.5,37.5,37.5,37.5,0,0,0,0,0,0,0,243.75,0,40.625
C-62170,187.5,106.25,50,168.75,106.25,87.5,0,0,0,0,0,0,0,706.25,0,117.7083333
C-60672,0,75,0,0,37.5,43.75,0,0,0,0,0,0,0,156.25,0,26.04166666
C-44783,0,0,0,0,0,0,335.25,156.65,183.0625,218.75,193.6875,145.8125,1233.2125,0,205.5354166,0
C-49270,62.5,0,0,0,12.5,25,0,0,0,0,0,0,0,100,0,16.66666666
C-49801,0,0,0,0,0,0,0,405,381.25,363.75,301.25,375,1826.25,0,304.375,0
C-50587,0,0,12.5,0,0,0,250,200,0,0,0,0,450,12.5,75,2.083333334
C-65290,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,1.041666666
C-44164,250,375,125,212.5,181.25,156.25,0,0,0,0,0,0,0,1300,0,216.6666666
C-63999,75,87.5,62.5,100,162.5,175,0,0,0,135.375,0,0,135.375,662.5,22.5625,110.4166667
C-63501,81.25,56.25,18.75,62.5,6.25,75,0,0,0,0,0,0,0,300,0,50
C-49260,25,25,75,93.75,100,112.5,0,0,0,0,0,0,0,431.25,0,71.875
C-58262,37.5,37.5,0,62.5,62.5,12.5,0,0,0,0,0,0,0,212.5,0,35.41666666
C-42424,125,0,0,125,0,0,0,0,0,0,0,0,0,250,0,41.66666666
C-60130,50,25,25,12.5,0,0,602.5,575,425,600,300,287.5,2790,112.5,465,18.75
C-51707,25,87.5,206.25,112.5,18.75,100,0,0,0,0,0,0,0,550,0,91.66666666
C-54826,0,0,0,0,0,0,101.1625,308.0125,200.9625,101.4125,206.15,199.35,1117.05,0,186.175,0
C-61869,0,12.5,12.5,25,0,18.75,66.25,0,0,0,132.5,0,198.75,68.75,33.125,11.45833333
C-40187,112.5,0,62.5,0,250,62.5,0,0,0,0,0,0,0,487.5,0,81.25
C-51754,0,0,25,0,0,62.5,0,0,0,0,0,0,0,87.5,0,14.58333334
C-56313,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-48660,37.5,75,112.5,37.5,112.5,112.5,0,0,0,0,0,0,0,487.5,0,81.25
C-60241,18.75,0,0,75,62.5,0,0,0,0,0,0,0,0,156.25,0,26.04166666
C-58205,6.25,231.25,56.25,150,587.5,906.25,0,0,0,0,0,0,0,1937.5,0,322.9166666
C-48945,187.5,187.5,412.5,150,237.5,187.5,0,0,0,0,336.4875,106,442.4875,1362.5,73.74791666,227.0833334
C-49864,6.25,0,25,25,43.75,75,76.7375,297.1625,0,0,0,0,373.9,175,62.31666666,29.16666666
C-58012,0,0,0,0,0,0,1012.5,1018.75,1313.3125,0,1000,937.5,5282.0625,0,880.34375,0
C-40894,0,37.5,0,0,0,100,0,0,0,0,0,0,0,137.5,0,22.91666666
C-47405,0,0,0,0,0,0,125,0,179.6875,338.75,0,187.5,830.9375,0,138.4895834,0
C-49275,0,0,62.5,87.5,75,75,0,0,0,0,0,0,0,300,0,50
C-54017,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,25,0,4.166666666
C-62880,6.25,18.75,25,12.5,31.25,31.25,0,0,0,0,0,0,0,125,0,20.83333334
C-53946,75,37.5,0,0,0,0,135,263.75,0,135,133.875,268.75,936.375,112.5,156.0625,18.75
C-64769,0,0,0,0,0,0,500,375,375,187.5,200,250,1887.5,0,314.5833334,0
C-65007,25,0,25,25,25,0,0,0,0,0,0,0,0,100,0,16.66666666
C-54818,0,0,0,0,0,0,0,0,0,0,0,213.675,213.675,0,35.6125,0
C-59906,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-64980,25,112.5,112.5,25,0,0,0,0,0,0,0,0,0,275,0,45.83333334
C-40431,0,0,0,0,0,0,0,0,0,0,60,0,60,0,10,0
C-63964,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-46697,0,0,0,0,0,0,0,346.125,204.6875,0,551.8125,284.5,1387.125,0,231.1875,0
C-54335,0,0,0,0,0,0,485.35,0,236.65,0,0,0,722,0,120.3333333,0
C-57008,12.5,0,0,0,0,0,0,0,290,106.25,0,0,396.25,12.5,66.04166666,2.083333334
C-50771,193.75,118.75,168.75,100,81.25,143.75,0,0,0,0,0,0,0,806.25,0,134.375
C-64717,0,75,37.5,62.5,62.5,50,0,0,0,0,0,0,0,287.5,0,47.91666666
C-59520,300,150,112.5,150,150,150,0,0,0,0,0,0,0,1012.5,0,168.75
C-65332,0,212.5,125,56.25,0,0,0,0,0,0,0,0,0,393.75,0,65.625
C-49181,0,0,37.5,0,0,0,375,135.1875,75,187.5,187.5,143.75,1103.9375,37.5,183.9895834,6.25
C-57738,0,0,0,0,0,0,0,0,312.5,312.5,312.5,0,937.5,0,156.25,0
C-57755,125,25,87.5,25,25,68.75,0,0,0,0,0,25,25,356.25,4.166666666,59.375
C-57252,0,0,25,0,0,0,800,588.75,506.25,682.5,472.5,510,3560,25,593.3333334,4.166666666
C-47793,0,0,0,0,0,0,100,0,0,100,0,0,200,0,33.33333334,0
C-48193,62.5,162.5,0,0,0,162.5,0,0,0,0,0,0,0,387.5,0,64.58333334
C-46444,0,0,0,0,75,6.25,0,0,0,0,0,0,0,81.25,0,13.54166666
C-51555,0,0,0,0,12.5,37.5,0,0,0,0,0,0,0,50,0,8.333333334
C-61641,0,0,0,0,0,0,550,0,175,0,0,0,725,0,120.8333333,0
C-59431,75,150,37.5,25,12.5,18.75,0,0,0,0,0,0,0,318.75,0,53.125
C-40855,0,0,0,0,0,0,445.25,0,842.875,0,438.75,0,1726.875,0,287.8125,0
C-41430,68.75,12.5,0,68.75,62.5,62.5,0,0,0,0,0,0,0,275,0,45.83333334
C-59942,25,62.5,75,0,25,50,0,0,0,0,0,0,0,237.5,0,39.58333334
C-60001,0,0,25,37.5,50,0,325,437.5,225,396.25,546.25,412.5,2342.5,112.5,390.4166666,18.75
C-64171,0,0,0,62.5,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-60954,0,0,0,0,0,0,0,225.5625,0,51.6875,0,59.25,336.5,0,56.08333334,0
C-48695,0,0,0,0,0,0,0,0,0,0,0,123.4375,123.4375,0,20.57291666,0
C-59671,25,37.5,37.5,25,25,37.5,0,0,0,0,0,0,0,187.5,0,31.25
C-56867,125,0,0,0,0,12.5,0,0,0,0,0,0,0,137.5,0,22.91666666
C-52520,0,0,0,0,0,0,168.75,162.5,158.45,168.375,0,162.5,820.575,0,136.7625,0
C-53328,0,0,0,0,0,0,0,0,0,0,234.5,233.1875,467.6875,0,77.94791666,0
C-42428,0,0,0,0,0,0,300,337.5,362.5,212.5,137.5,212.5,1562.5,0,260.4166666,0
C-55930,75,100,93.75,18.75,0,62.5,0,0,0,0,0,0,0,350,0,58.33333334
C-56999,0,0,0,0,0,0,0,0,0,0,212.5,106.25,318.75,0,53.125,0
C-54697,162.5,56.25,37.5,25,50,100,0,0,0,0,0,0,0,431.25,0,71.875
C-50336,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,25,0,4.166666666
C-64200,100,43.75,12.5,18.75,50,400,0,0,0,0,0,0,0,625,0,104.1666667
C-59514,87.5,37.5,75,75,0,75,0,0,0,0,0,0,0,350,0,58.33333334
C-62475,187.5,500,50,12.5,150,275,0,0,0,0,0,0,0,1175,0,195.8333334
C-49096,87.5,62.5,56.25,118.75,118.75,12.5,0,0,0,0,0,0,0,456.25,0,76.04166666
C-45347,12.5,0,12.5,62.5,37.5,50,0,0,0,0,0,0,0,175,0,29.16666666
C-44596,0,0,0,0,37.5,12.5,0,0,0,0,0,0,0,50,0,8.333333334
C-62603,0,37.5,0,0,12.5,6.25,0,0,0,0,0,0,0,56.25,0,9.375
C-52313,100,31.25,87.5,150,156.25,81.25,0,0,0,0,0,0,0,606.25,0,101.0416667
C-57170,125,112.5,93.75,12.5,75,75,0,0,0,0,0,0,0,493.75,0,82.29166666
C-62968,87.5,143.75,50,100,75,87.5,0,0,0,0,0,0,0,543.75,0,90.625
C-58335,112.5,37.5,75,112.5,0,0,0,0,0,0,0,0,0,337.5,0,56.25
C-59505,0,0,0,0,62.5,125,0,0,0,143.75,0,139,282.75,187.5,47.125,31.25
C-51469,0,0,0,0,0,0,0,173.375,165,171.25,162.5,338.75,1010.875,0,168.4791666,0
C-59071,237.5,131.25,0,137.5,62.5,62.5,0,0,0,0,0,0,0,631.25,0,105.2083333
C-42017,62.5,37.5,50,50,62.5,25,0,0,0,0,0,0,0,287.5,0,47.91666666
C-55673,0,0,0,0,0,0,0,67.2875,0,0,0,0,67.2875,0,11.21458333,0
C-60840,0,87.5,0,25,125,106.25,0,0,0,0,0,0,0,343.75,0,57.29166666
C-61222,37.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-62081,0,12.5,0,0,50,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-60217,12.5,0,31.25,0,12.5,0,875,437.5,495.3125,0,437.5,437.5,2682.8125,56.25,447.1354166,9.375
C-62885,0,0,0,0,18.75,0,0,0,0,0,0,0,0,18.75,0,3.125
C-53224,0,0,12.5,0,0,0,107.5,321.25,122.75,295.25,187.5,344.5,1378.75,12.5,229.7916666,2.083333334
C-58862,0,0,0,37.5,50,25,0,0,0,0,0,0,0,112.5,0,18.75
C-46986,12.5,25,12.5,0,0,37.5,0,0,0,1037.5,0,875,1912.5,87.5,318.75,14.58333334
C-54102,0,0,43.75,0,0,0,201.25,0,150,0,125,125,601.25,43.75,100.2083333,7.291666666
C-46268,50,31.25,25,6.25,18.75,0,0,0,0,0,0,0,0,131.25,0,21.875
C-62520,37.5,50,25,0,100,37.5,0,0,0,0,0,0,0,250,0,41.66666666
C-60570,25,25,12.5,12.5,0,50,400,625,500,225,225,250,2225,125,370.8333334,20.83333334
C-48168,0,18.75,0,6.25,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-53176,0,0,0,0,0,0,1600,250,0,218.8125,0,0,2068.8125,0,344.8020834,0
C-55669,0,6.25,93.75,75,56.25,100,0,0,0,0,0,0,0,331.25,0,55.20833334
C-62562,0,25,0,0,0,0,0,0,106,0,106,23.6375,235.6375,25,39.27291666,4.166666666
C-40968,100,0,6.25,12.5,0,0,0,0,0,0,0,0,0,118.75,0,19.79166666
C-63408,150,300,300,356.25,62.5,0,0,0,0,0,0,0,0,1168.75,0,194.7916666
C-42951,225,218.75,168.75,137.5,93.75,12.5,0,0,0,0,37.5,0,37.5,856.25,6.25,142.7083334
C-57575,87.5,87.5,100,75,37.5,37.5,0,0,0,0,0,0,0,425,0,70.83333334
C-64080,12.5,0,6.25,6.25,0,43.75,0,0,0,0,0,0,0,68.75,0,11.45833333
C-51517,0,0,0,0,0,0,0,0,0,0,112.5,66.25,178.75,0,29.79166666,0
C-45960,12.5,12.5,37.5,50,12.5,12.5,0,0,0,0,0,0,0,137.5,0,22.91666666
C-45486,0,0,0,0,0,0,50.375,0,0,0,0,0,50.375,0,8.395833334,0
C-61407,162.5,175,100,75,37.5,37.5,0,0,0,209.3125,0,194.5625,403.875,587.5,67.3125,97.91666666
C-62366,175,81.25,25,12.5,112.5,37.5,0,0,0,0,0,0,0,443.75,0,73.95833334
C-43694,37.5,37.5,37.5,0,0,25,0,0,0,0,0,0,0,137.5,0,22.91666666
C-65112,306.25,93.75,56.25,131.25,62.5,150,0,0,0,0,0,0,0,800,0,133.3333334
C-48542,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-56423,193.75,118.75,75,75,106.25,131.25,0,0,0,0,0,0,0,700,0,116.6666667
C-60876,0,6.25,0,6.25,12.5,0,75,0,0,0,0,0,75,25,12.5,4.166666666
C-63330,187.5,187.5,68.75,125,156.25,75,0,0,0,0,0,0,0,800,0,133.3333334
C-58565,162.5,100,112.5,100,112.5,87.5,0,0,0,0,0,0,0,675,0,112.5
C-53056,0,0,0,0,0,0,357.5,176.25,187.5,0,172.5,171.875,1065.625,0,177.6041666,0
C-41002,0,0,0,0,0,0,146.275,145.75,90.9875,154.0625,34.3625,94.7375,666.175,0,111.0291667,0
C-59783,0,31.25,0,18.75,0,31.25,0,125,0,150,0,143.75,418.75,81.25,69.79166666,13.54166666
C-56173,0,12.5,112.5,87.5,12.5,62.5,0,0,0,0,0,0,0,287.5,0,47.91666666
C-62283,375,275,187.5,262.5,225,137.5,0,0,0,0,0,112.5,112.5,1462.5,18.75,243.75
C-46962,318.75,0,181.25,18.75,156.25,18.75,0,0,0,0,0,0,0,693.75,0,115.625
C-58931,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-41872,100,0,87.5,75,12.5,0,0,0,0,0,0,0,0,275,0,45.83333334
C-52062,0,0,0,12.5,187.5,0,0,0,0,0,0,0,0,200,0,33.33333334
C-51317,0,62.5,87.5,75,150,12.5,0,0,0,0,0,0,0,387.5,0,64.58333334
C-58580,0,0,0,0,0,0,82.5,0,0,0,156.625,0,239.125,0,39.85416666,0
C-56157,0,0,0,0,0,0,0,0,105.75,106.25,129.625,106.25,447.875,0,74.64583334,0
C-40818,0,0,0,0,0,0,112.5,100,112.5,0,0,0,325,0,54.16666666,0
C-64394,81.25,43.75,43.75,0,56.25,62.5,0,0,0,0,0,0,0,287.5,0,47.91666666
C-59188,68.75,56.25,68.75,25,37.5,25,0,0,0,0,0,0,0,281.25,0,46.875
C-63743,0,0,0,0,0,0,0,0,106.25,0,0,0,106.25,0,17.70833334,0
C-54527,43.75,37.5,56.25,112.5,37.5,50,0,0,0,0,0,0,0,337.5,0,56.25
C-61423,0,75,75,0,0,0,0,0,0,0,74,0,74,150,12.33333333,25
C-54375,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-60769,75,150,43.75,12.5,37.5,0,0,0,0,0,0,0,0,318.75,0,53.125
C-58636,0,0,0,0,37.5,75,0,0,0,0,0,0,0,112.5,0,18.75
C-63777,187.5,50,0,0,0,0,0,0,0,0,0,0,0,237.5,0,39.58333334
C-55405,62.5,0,0,37.5,0,0,0,37.5,50,150,0,156.25,393.75,100,65.625,16.66666666
C-50960,75,137.5,75,62.5,100,0,0,0,0,0,0,0,0,450,0,75
C-47085,975,512.5,312.5,350,237.5,225,0,0,0,0,0,0,0,2612.5,0,435.4166666
C-62271,162.5,0,62.5,37.5,37.5,37.5,0,0,0,0,0,0,0,337.5,0,56.25
C-41772,150,81.25,0,0,0,0,950,450,0,375,0,0,1775,231.25,295.8333334,38.54166666
C-48161,0,75,0,37.5,0,62.5,0,0,250,0,0,0,250,175,41.66666666,29.16666666
C-63036,12.5,25,37.5,0,0,0,0,0,0,0,0,0,0,75,0,12.5
C-61665,0,125,50,50,75,81.25,0,0,0,0,0,0,0,381.25,0,63.54166666
C-59109,31.25,187.5,250,0,0,0,0,0,0,0,0,0,0,468.75,0,78.125
C-60730,0,0,0,25,6.25,0,129.875,300.25,130.9375,92.75,58.875,0,712.6875,31.25,118.78125,5.208333334
C-59748,50,131.25,62.5,62.5,37.5,62.5,0,0,0,0,0,0,0,406.25,0,67.70833334
C-63161,0,37.5,12.5,50,37.5,12.5,318,0,187.6875,0,96.1875,195,796.875,150,132.8125,25
C-43539,0,62.5,0,0,25,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-61592,0,0,37.5,12.5,75,218.75,0,0,0,0,0,0,0,343.75,0,57.29166666
C-64642,25,0,6.25,6.25,12.5,0,0,0,0,0,0,0,0,50,0,8.333333334
C-54579,6.25,6.25,81.25,0,0,12.5,0,0,0,0,0,0,0,106.25,0,17.70833334
C-57074,50,0,37.5,12.5,18.75,56.25,200,0,0,100,0,0,300,175,50,29.16666666
C-56233,75,0,0,0,0,0,0,0,0,0,0,0,0,75,0,12.5
C-58212,0,12.5,37.5,0,0,0,0,0,0,0,0,0,0,50,0,8.333333334
C-55304,0,0,0,0,0,0,0,225,0,187.5,0,0,412.5,0,68.75,0
C-57208,0,0,0,0,37.5,75,0,0,0,0,0,0,0,112.5,0,18.75
C-50834,0,0,0,0,0,0,356.25,0,0,125,0,0,481.25,0,80.20833334,0
C-63691,100,37.5,12.5,25,25,0,0,0,0,0,0,0,0,200,0,33.33333334
C-49820,162.5,206.25,12.5,125,0,150,0,0,0,0,0,0,0,656.25,0,109.375
C-41143,143.75,50,12.5,25,12.5,25,0,0,0,0,0,0,0,268.75,0,44.79166666
C-44927,112.5,112.5,0,6.25,87.5,118.75,0,0,0,0,0,0,0,437.5,0,72.91666666
C-62477,37.5,37.5,37.5,137.5,31.25,112.5,0,0,0,0,0,0,0,393.75,0,65.625
C-57485,0,0,0,0,0,0,0,0,0,0,106.25,105.275,211.525,0,35.25416666,0
C-55791,0,0,0,25,12.5,0,225.25,112.625,112.625,112.625,112.625,112.625,788.375,37.5,131.3958334,6.25
C-62951,25,0,0,0,37.5,12.5,0,0,0,0,91.65,87.45,179.1,75,29.85,12.5
C-60339,0,68.75,75,0,37.5,12.5,106.25,46.9375,106.25,0,0,0,259.4375,193.75,43.23958334,32.29166666
C-54047,0,0,0,0,0,0,106.25,0,0,0,0,0,106.25,0,17.70833334,0
C-58373,12.5,62.5,125,75,0,100,0,0,125,0,0,0,125,375,20.83333334,62.5
C-49744,93.75,0,12.5,25,0,0,0,0,0,0,0,0,0,131.25,0,21.875
C-61494,0,0,0,0,6.25,25,0,0,0,0,0,0,0,31.25,0,5.208333334
C-49736,18.75,12.5,12.5,81.25,75,25,0,0,0,0,0,0,0,225,0,37.5
C-58224,0,0,0,0,0,0,0,525,256.25,0,0,0,781.25,0,130.2083334,0
C-48659,0,0,0,0,0,0,0,0,1000,187.5,0,0,1187.5,0,197.9166666,0
C-57914,37.5,87.5,75,112.5,18.75,75,0,0,0,0,0,0,0,406.25,0,67.70833334
C-61015,0,0,0,0,0,37.5,0,0,0,0,0,0,0,37.5,0,6.25
C-61613,0,12.5,0,6.25,0,0,714.625,752.125,678.0625,0,99.875,115.5625,2360.25,18.75,393.375,3.125
C-49244,0,0,75,0,0,0,0,0,0,0,114.5,0,114.5,75,19.08333334,12.5
C-52447,12.5,12.5,0,6.25,0,0,123.0625,59.875,59.625,59.625,61.625,59.625,423.4375,31.25,70.57291666,5.208333334
C-55408,0,0,31.25,0,0,0,0,0,0,0,0,0,0,31.25,0,5.208333334
C-60047,0,0,0,0,0,0,212.5,212.5,125,200,207.5,101.25,1058.75,0,176.4583334,0
C-55976,12.5,0,0,0,0,18.75,0,0,0,0,0,0,0,31.25,0,5.208333334
C-60979,12.5,56.25,56.25,37.5,31.25,56.25,0,0,0,0,0,0,0,250,0,41.66666666
C-49396,62.5,6.25,68.75,50,43.75,62.5,0,0,112.625,119.25,0,0,231.875,293.75,38.64583334,48.95833334
C-57556,37.5,81.25,18.75,25,31.25,62.5,0,0,0,0,0,0,0,256.25,0,42.70833334
C-58042,75,150,0,75,287.5,150,0,0,0,0,0,0,0,737.5,0,122.9166667
C-51092,0,0,0,0,0,0,0,0,0,500,312.5,0,812.5,0,135.4166666,0
C-63642,12.5,18.75,0,0,12.5,18.75,0,0,0,0,0,0,0,62.5,0,10.41666667
C-42802,112.5,75,75,118.75,37.5,118.75,0,0,0,0,0,0,0,537.5,0,89.58333334
C-60149,0,0,0,18.75,0,0,244.125,230.7,106.175,117.25,108.7875,112.75,919.7875,18.75,153.2979166,3.125
C-50337,37.5,75,50,143.75,12.5,43.75,0,0,0,0,0,0,0,362.5,0,60.41666666
C-63757,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,4.166666666
C-46202,0,0,0,0,0,0,250,500,0,0,0,0,750,0,125,0
C-48001,0,12.5,0,12.5,0,12.5,512.5,437.5,512.5,393.75,593.75,187.5,2637.5,37.5,439.5833334,6.25
C-56203,37.5,18.75,0,0,0,50,0,0,0,0,0,0,0,106.25,0,17.70833334
C-56043,12.5,25,6.25,0,0,12.5,0,0,54.25,25,35,46.875,161.125,56.25,26.85416666,9.375
C-47741,37.5,50,75,112.5,112.5,0,177.5,272.9375,0,0,0,0,450.4375,387.5,75.07291666,64.58333334
C-54686,37.5,0,0,50,0,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-60483,6.25,0,0,0,6.25,0,75,0,56.25,50,0,50,231.25,12.5,38.54166666,2.083333334
C-51319,0,0,0,0,0,0,375,375,375,0,375,0,1500,0,250,0
C-46115,100,25,6.25,18.75,56.25,81.25,0,0,0,0,0,0,0,287.5,0,47.91666666
C-55783,0,62.5,37.5,162.5,75,62.5,0,0,0,0,0,0,0,400,0,66.66666666
C-62315,100,0,0,125,0,0,0,0,0,0,0,0,0,225,0,37.5
C-53599,100,12.5,25,25,43.75,25,0,0,0,0,0,0,0,231.25,0,38.54166666
C-64968,0,0,0,6.25,12.5,0,135,132.5,281.25,31.25,0,156.25,736.25,18.75,122.7083333,3.125
C-64042,0,0,0,0,37.5,62.5,0,0,0,0,0,0,0,100,0,16.66666666
C-47313,0,0,0,137.5,0,62.5,0,0,0,0,0,0,0,200,0,33.33333334
C-57462,187.5,62.5,50,56.25,62.5,93.75,0,0,0,0,0,0,0,512.5,0,85.41666666
C-58370,0,0,25,50,0,25,89.5625,93.75,86.625,87.4375,0,78.5,435.875,100,72.64583334,16.66666666
C-57957,100,237.5,150,125,162.5,162.5,0,0,79.5,60.4,0,78.75,218.65,937.5,36.44166666,156.25
C-56849,0,6.25,0,12.5,0,0,0,0,0,0,0,0,0,18.75,0,3.125
C-64276,250,325,112.5,100,175,187.5,0,0,0,0,0,0,0,1150,0,191.6666666
C-56653,0,0,37.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-62285,0,0,0,0,0,0,450,0,500,342.375,0,0,1292.375,0,215.3958334,0
C-61539,0,0,18.75,12.5,0,25,0,0,0,0,0,0,0,56.25,0,9.375
C-52136,187.5,0,106.25,112.5,50,0,0,0,0,0,0,0,0,456.25,0,76.04166666
C-63144,0,37.5,12.5,6.25,12.5,12.5,0,0,0,0,0,0,0,81.25,0,13.54166666
C-65310,43.75,18.75,0,0,25,6.25,0,0,0,0,0,0,0,93.75,0,15.625
C-63164,0,0,0,0,0,0,0,325,462.5,187.5,0,175,1150,0,191.6666666,0
C-56759,237.5,137.5,37.5,12.5,6.25,50,0,0,0,0,0,0,0,481.25,0,80.20833334
C-57546,37.5,62.5,75,12.5,75,50,0,0,0,0,0,0,0,312.5,0,52.08333334
C-58972,0,0,12.5,18.75,0,0,0,0,0,0,0,0,0,31.25,0,5.208333334
C-61935,87.5,31.25,18.75,18.75,50,0,0,0,0,0,0,0,0,206.25,0,34.375
C-46627,0,0,0,187.5,262.5,143.75,0,0,0,0,0,0,0,593.75,0,98.95833334
C-60844,0,0,0,0,0,0,0,0,0,250,0,0,250,0,41.66666666,0
C-47681,0,0,0,75,0,0,0,0,0,0,0,0,0,75,0,12.5
C-58459,125,0,0,0,0,0,0,0,0,0,0,0,0,125,0,20.83333334
C-60622,100,37.5,125,0,200,0,0,0,0,0,0,0,0,462.5,0,77.08333334
C-50696,37.5,0,37.5,0,37.5,0,0,0,0,0,0,0,0,112.5,0,18.75
C-59168,37.5,12.5,0,0,12.5,12.5,436.625,142.5,150,0,151.4375,143.75,1024.3125,75,170.71875,12.5
C-55266,0,62.5,0,187.5,0,87.5,0,0,0,0,0,0,0,337.5,0,56.25
C-50345,187.5,125,250,125,125,137.5,0,0,0,0,0,0,0,950,0,158.3333334
C-65367,0,0,0,0,0,0,0,0,0,106,0,106,212,0,35.33333334,0
C-63559,0,0,0,0,0,68.75,0,0,0,0,0,0,0,68.75,0,11.45833333
C-64964,150,50,50,37.5,37.5,25,0,160,0,0,0,158.75,318.75,350,53.125,58.33333334
C-59273,0,0,0,0,0,0,250,0,375,250,200,0,1075,0,179.1666666,0
C-58570,125,118.75,212.5,0,237.5,75,0,0,0,0,0,0,0,768.75,0,128.125
C-61016,125,175,62.5,125,0,75,0,0,0,0,0,0,0,562.5,0,93.75
C-50333,0,0,0,25,25,37.5,0,0,0,250,356.25,207.5,813.75,87.5,135.625,14.58333334
C-62620,12.5,18.75,0,0,0,6.25,0,0,0,0,0,0,0,37.5,0,6.25
C-50993,0,0,0,0,0,0,0,0,0,125,0,0,125,0,20.83333334,0
C-56871,0,0,0,0,0,0,0,162.5,62.5,125,62.5,137.5,550,0,91.66666666,0
C-49898,0,0,0,0,0,0,0,50,187.5,0,125,181.25,543.75,0,90.625,0
C-62780,106.25,37.5,0,0,0,0,0,0,0,0,0,0,0,143.75,0,23.95833334
C-63633,175,275,231.25,150,175,162.5,0,0,0,0,0,0,0,1168.75,0,194.7916666
C-60889,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-48050,0,12.5,0,0,0,37.5,0,0,0,0,0,0,0,50,0,8.333333334
C-42064,56.25,50,106.25,68.75,87.5,150,0,125,700,0,0,285.75,1110.75,518.75,185.125,86.45833334
C-55894,125,0,0,87.5,12.5,0,0,0,0,0,0,0,0,225,0,37.5
C-57942,0,0,0,12.5,12.5,12.5,106.25,131.5625,125,37.5,90,0,490.3125,37.5,81.71875,6.25
C-58821,0,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,0,1.041666666
C-49772,0,0,25,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-50145,37.5,0,0,75,162.5,100,0,0,0,0,0,0,0,375,0,62.5
C-61762,93.75,168.75,87.5,218.75,87.5,375,0,0,0,0,0,0,0,1031.25,0,171.875
C-59556,0,187.5,100,62.5,62.5,0,0,0,0,0,0,0,0,412.5,0,68.75
C-53432,0,0,0,0,12.5,37.5,0,0,0,0,0,0,0,50,0,8.333333334
